REGIAO:;N
UF:;AM
ESTACAO:;MANAUS
CODIGO (WMO):;A101
LATITUDE:;-3,10361111
LONGITUDE:;-60,01555555
ALTITUDE:;48,79
DATA DE FUNDACAO:;09/05/00
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2020/01/08;0700 UTC;0;1003,8;1004,2;1003,7;0;24,5;23,1;24,8;24,5;23,4;23,1;92;91;92;40;2;,3;
2020/01/08;0800 UTC;0;1004,3;1004,3;1003,8;0;24,7;23,4;24,8;24,4;23,4;23,1;93;92;92;67;1,4;,7;
2020/01/08;0900 UTC;0;1004,7;1004,7;1004,3;0;25;23,4;25,3;24,7;23,7;23,4;92;90;91;79;2;,5;
2020/01/08;1000 UTC;0;1005,7;1005,7;1004,7;,8;25,2;23,4;25,5;25;23,7;23,4;91;88;90;63;2,3;,6;
2020/01/08;1100 UTC;0;1007,1;1007,1;1005,7;10,6;25,1;23,2;25,6;25,1;23,8;23,2;91;88;89;77;5,3;2,3;
2020/01/08;1200 UTC;0;1007,8;1007,9;1007,1;31;23,6;22;25,1;23,4;23,2;21,9;92;88;91;47;10,6;2,5;
2020/01/08;1300 UTC;0;1008,3;1008,3;1007,8;822;25,5;22,6;25,5;23,6;23,2;22;91;83;84;46;5,4;1,7;
2020/01/08;1400 UTC;0;1008,4;1008,7;1008,3;836,8;26,4;22,9;26,5;25,4;23;22,3;85;80;81;70;4,3;1;
2020/01/08;1500 UTC;0;1007,7;1008,4;1007,7;2543,2;29,2;22,9;29,5;26,4;24;22,2;81;66;69;42;5,5;2,8;
2020/01/08;1600 UTC;0;1006,9;1007,7;1006,9;2247,1;29,8;22,4;30,1;29;23,7;22,3;71;64;65;21;7,7;1,7;
2020/01/08;1700 UTC;0;1005,7;1006,9;1005,7;2131,9;30,5;22,2;30,8;29,7;23,3;21,6;68;60;61;51;6,8;2;
2020/01/08;1800 UTC;0;1004,4;1005,7;1004,4;2635,3;31,8;22,3;31,9;30,4;23,1;21,3;63;54;57;16;6,6;1,6;
2020/01/08;1900 UTC;0;1003,4;1004,4;1003,4;1088,9;26,6;22,8;32,1;26,5;23,5;21,2;83;55;80;61;8,9;1,3;
2020/01/08;2000 UTC;0;1002,3;1003,4;1002,3;1429,7;31;23,5;31;26,6;24,8;22,2;81;63;64;34;3,6;1,6;
2020/01/08;2100 UTC;0;1002,2;1002,3;1002,1;546,8;28,4;23,1;31;28,4;23,5;22,4;75;61;73;24;3,6;,6;
2020/01/08;2200 UTC;0;1003;1003;1002,2;127,8;28,3;22,3;28,9;28,3;23,5;22,1;75;66;70;41;5,1;1,3;
2020/01/08;2300 UTC;0;1003,9;1003,9;1003;5,2;27,7;22,7;28,4;27,7;22,8;22,1;75;69;74;61;5,1;1,2;
2020/01/09;0000 UTC;0;1004,9;1004,9;1003,9;0;27,8;22,3;27,8;27,3;23;22,2;76;72;72;51;2,9;1,1;
2020/01/09;0100 UTC;0;1005,7;1005,7;1004,9;0;27,6;22,4;27,8;27,5;22,6;22,2;74;72;73;56;2,4;1,1;
2020/01/09;0200 UTC;0;1006,1;1006,1;1005,7;0;27,4;22,5;27,8;27,3;22,6;22,3;75;72;75;67;2,2;,7;
2020/01/09;0300 UTC;0;1006,5;1006,5;1006,1;0;27,4;22,8;27,6;27;23;22,5;78;74;76;79;1,8;,8;
2020/01/09;0400 UTC;0;1006,2;1006,5;1006,2;0;27,3;22,7;27,6;27;23;22,6;78;75;76;69;1,9;1;
2020/01/09;0500 UTC;0;1005,6;1006,2;1005,5;0;26,9;21,4;27,3;26,7;23,4;21,4;82;72;72;97;3,6;1,7;
2020/01/09;0600 UTC;0;1005;1005,6;1004,9;0;26,3;21,3;26,9;26;21,5;21,1;76;71;74;85;2,6;,9;
2020/01/09;0700 UTC;0;1004,9;1005;1004,8;0;25,8;21,2;26,3;25,8;21,4;20,8;76;72;76;112;2;,6;
2020/01/09;0800 UTC;0;1005,2;1005,2;1004,9;0;25,8;21,7;26,1;25,7;21,9;21,1;79;75;78;97;1,9;,5;
2020/01/09;0900 UTC;0;1005,3;1005,4;1005,1;0;25,7;21,4;26,2;25,7;21,8;21,2;79;75;77;75;1,8;,7;
2020/01/09;1000 UTC;0;1006,1;1006,1;1005,3;,2;25,6;22,2;26,1;25,6;22,2;21;81;75;81;124;2,7;1,3;
2020/01/09;1100 UTC;0;1006,9;1006,9;1006,1;120,3;26;22,6;26;25,4;22,7;22,2;84;81;81;126;3,5;1,1;
2020/01/09;1200 UTC;0;1007,5;1007,5;1006,9;944,2;26,8;22;27,5;26;23;21,8;81;72;75;86;3,7;2;
2020/01/09;1300 UTC;0;1007,8;1007,9;1007,5;1172,1;28;22,7;28;26,6;22,9;21,7;77;73;73;113;4,1;1,6;
2020/01/09;1400 UTC;0;1008,2;1008,3;1007,8;1662,1;27,6;23;28,6;27,5;23,3;22,1;76;70;76;91;5,3;2,4;
2020/01/09;1500 UTC;0;1008;1008,3;1007,9;1107,4;26,7;23;28;26,6;23,4;22,5;80;74;80;79;6,3;2,9;
2020/01/09;1600 UTC;0;1007,2;1008;1007,2;1503,3;28,5;22,4;28,6;26,7;23,8;22,2;81;69;70;79;6,3;2,8;
2020/01/09;1700 UTC;0;1006,2;1007,2;1006,2;2490,3;29;22;29,9;28,5;23,5;22;71;65;66;77;8,6;3,3;
2020/01/09;1800 UTC;0;1005,1;1006,2;1005,1;2135,2;29,9;22,2;30,2;28,9;22,6;21,3;67;60;63;88;6,6;1,8;
2020/01/09;1900 UTC;0;1004,1;1005,1;1004,1;1665,7;30;21,6;30,6;29,5;22,8;21,2;65;58;61;59;4,8;1,9;
2020/01/09;2000 UTC;0;1003,5;1004,1;1003,5;1920;30,8;22,5;31,2;29,8;23,3;20,9;65;55;61;88;4,7;2,5;
2020/01/09;2100 UTC;0;1003,3;1003,5;1003,3;1041,2;29,2;22,5;30,8;29,2;22,7;21,9;67;61;67;78;5,2;2,5;
2020/01/09;2200 UTC;0;1003,4;1003,4;1003,2;195;28;22,8;29,2;28;23;22,3;74;66;74;82;5;2,3;
2020/01/09;2300 UTC;0;1004;1004;1003,4;8,9;27,5;23;28;27,5;23,1;22,7;77;73;77;79;4,4;1,6;
2020/01/10;0000 UTC;0;1004,6;1004,6;1004;0;27,4;23;27,5;27,3;23,2;23;78;77;77;72;3;1,6;
2020/01/10;0100 UTC;0;1005,1;1005,1;1004,6;0;27,1;23,3;27,5;27,1;23,3;23,1;79;77;79;77;2,9;,8;
2020/01/10;0200 UTC;0;1005,5;1005,5;1005,1;0;27,1;23,5;27,4;26,9;23,5;23,2;81;78;81;73;2,6;1,4;
2020/01/10;0300 UTC;0;1005,5;1005,7;1005,4;0;26,8;23,4;27,2;26,4;23,5;23,2;83;80;82;80;2,2;1;
2020/01/10;0400 UTC;0;1005,1;1005,5;1005,1;0;26,1;23,4;27;26,1;23,5;23,2;85;80;85;86;2,1;,5;
2020/01/10;0500 UTC;0;1004,4;1005,1;1004,4;0;25,7;23,1;26,6;25,7;23,7;23,1;86;83;86;76;1,5;,5;
2020/01/10;0600 UTC;0;1003,9;1004,4;1003,9;0;26,3;22,9;26,5;25,4;23,3;22,9;88;81;81;76;1,5;,9;
2020/01/10;0700 UTC;0;1003,8;1003,9;1003,7;0;25,8;23,1;26,4;25,7;23,1;22,7;85;81;85;65;1,7;,9;
2020/01/10;0800 UTC;0;1003,8;1003,8;1003,6;0;25,2;23,2;25,8;25,2;23,3;23,1;89;85;89;78;1,9;,5;
2020/01/10;0900 UTC;0;1004,2;1004,3;1003,8;0;25,7;23,2;25,7;25,1;23,5;23,2;90;86;86;82;2,1;1,3;
2020/01/10;1000 UTC;0;1004,6;1004,6;1004,2;,7;25,1;22,8;25,7;25,1;23,1;22,7;87;85;87;63;2,7;,8;
2020/01/10;1100 UTC;0;1005,5;1005,5;1004,6;121,6;26;23,7;26;24,9;23,7;22,7;88;87;87;85;2,5;1,1;
2020/01/10;1200 UTC;0;1006,3;1006,3;1005,5;626,3;26,8;23,5;27,1;26;24;23,2;88;81;82;115;4,8;2,3;
2020/01/10;1300 UTC;;1007;1007;1006,3;845;27,3;23,7;27,8;26,8;24;23,3;83;78;81;99;4,8;1,7;
2020/01/10;1400 UTC;0;1006,9;1007;1006,8;1081;28,6;22,6;29,1;27;24,1;22,6;83;69;70;67;4,4;1,9;
2020/01/10;1500 UTC;,2;1006,9;1007,1;1006,7;812,9;24,9;22,7;29;24,4;23,6;21,4;89;70;87;40;8,1;2,4;
2020/01/10;1600 UTC;0;1006,1;1006,9;1006,1;2076,6;28,3;22,6;28,7;24,9;24;22,6;88;71;71;48;5,7;2,5;
2020/01/10;1700 UTC;4,8;1005,6;1006,2;1005,6;1656,4;24,5;22,7;29,2;24,5;23,4;21,9;90;68;90;63;8,2;2,8;
2020/01/10;1800 UTC;,2;1004,3;1005,6;1004,3;1869,1;27,7;23,5;27,8;24,5;23,9;22,5;90;74;78;5;7;1,1;
2020/01/10;1900 UTC;0;1003,2;1004,3;1003,2;1551,3;29,6;23,2;29,7;27,7;24,3;22,9;79;68;69;314;4,5;,9;
2020/01/10;2000 UTC;0;1002,5;1003,2;1002,4;1867;30,3;23,1;30,3;28,6;24;22,3;75;65;65;307;4,5;2;
2020/01/10;2100 UTC;0;1002,3;1002,5;1002,2;1234,6;29,3;23,1;30,6;29;23,8;22,6;71;64;69;3;4,5;1;
2020/01/10;2200 UTC;0;1002,8;1002,8;1002,1;324,4;28,6;23;29,8;28,6;23,8;22,3;72;67;72;339;4,5;,9;
2020/01/10;2300 UTC;0;1003,3;1003,3;1002,8;4,8;27,5;23;28,6;27,5;23,1;22,6;76;71;76;358;3,7;,7;
2020/01/11;0000 UTC;0;1004,2;1004,2;1003,3;0;27,3;22,1;27,5;27,2;23,2;22;79;72;73;45;3,1;1,4;
2020/01/11;0100 UTC;0;1004,8;1004,8;1004,2;0;26,6;21,8;27,4;26,5;22,1;21,6;75;72;75;56;5,2;1,8;
2020/01/11;0200 UTC;0;1005,1;1005,3;1004,8;0;26,1;21,9;26,7;26,1;22,3;21,8;79;75;78;62;4,2;1,7;
2020/01/11;0300 UTC;0;1005,4;1005,4;1005;0;25,9;21;26,2;25,9;22;20,9;78;73;74;46;3,1;1,1;
2020/01/11;0400 UTC;0;1004,9;1005,4;1004,9;0;25,5;21,4;26;25,5;21,4;20,9;78;74;78;66;3,1;1,4;
2020/01/11;0500 UTC;0;1004,5;1004,9;1004,5;0;25;21,9;25,7;25;21,9;21,4;83;78;83;87;2,5;,4;
2020/01/11;0600 UTC;0;1003,9;1004,5;1003,9;0;24,8;22,2;25,1;24,7;22,2;21,9;86;83;86;10;1,2;,4;
2020/01/11;0700 UTC;0;1003,4;1003,9;1003,4;0;24,9;22,8;24,9;24,2;22,8;22,1;89;85;88;48;1,5;,9;
2020/01/11;0800 UTC;0;1003,6;1003,6;1003,4;0;24,8;22,9;24,9;24,6;22,9;22,7;90;88;89;276;1,5;,6;
2020/01/11;0900 UTC;0;1003,8;1003,8;1003,6;0;24,6;22,3;24,9;24,6;22,9;22,1;89;85;87;116;1,8;,3;
2020/01/11;1000 UTC;0;1004,5;1004,5;1003,8;,4;24,7;22;24,7;24,5;22,3;21,9;87;85;85;37;1,8;,5;
2020/01/11;1100 UTC;0;1005,4;1005,4;1004,5;127,6;25,3;22,5;25,3;24,6;22,5;22;87;83;84;356;3,5;,5;
2020/01/11;1200 UTC;0;1006,3;1006,3;1005,4;245,5;25,7;22,1;25,7;25,3;22,3;21,6;84;79;81;64;3,7;1,8;
2020/01/11;1300 UTC;0;1006,5;1006,6;1006,3;1083,5;27,7;21,5;27,7;25,7;22,9;21,4;81;69;69;70;3,6;1,5;
2020/01/11;1400 UTC;0;1006;1006,6;1006;2328,6;30,1;21;30,5;27,7;22;20,5;70;56;58;42;4,3;1,5;
2020/01/11;1500 UTC;0;1005,8;1006,1;1005,7;3131,5;30,8;20;32;29,7;21,8;19,7;58;51;53;43;8,3;2,2;
2020/01/11;1600 UTC;0;1005;1005,8;1005;2401,6;31,3;21,3;31,8;30,1;21,8;20;60;52;55;52;8,3;1,6;
2020/01/11;1700 UTC;0;1004,2;1005;1004,2;1899,3;31,5;20,5;31,7;30,4;21,6;19,7;57;51;52;41;6,2;1,8;
2020/01/11;1800 UTC;0;1003,3;1004,2;1003,3;1665,1;31,5;21,4;31,6;28;22,5;19,4;68;49;55;18;6,9;1,3;
2020/01/11;1900 UTC;0;1002,6;1003,3;1002,6;1509,4;30;21,4;32;29,9;21,9;19,8;62;49;60;33;4,9;1;
2020/01/11;2000 UTC;0;1002,2;1002,6;1002,2;1328,1;30,9;20,4;31,4;29,8;22,2;19,8;64;51;53;45;5,1;2;
2020/01/11;2100 UTC;0;1002,3;1002,3;1002,1;720,5;30;20,9;31,5;29,5;21,5;20,1;60;52;58;331;5,4;1,3;
2020/01/11;2200 UTC;0;1002,6;1002,7;1002,3;279,5;29,7;20,7;30,5;29,7;21,6;20,5;59;56;58;45;4,4;1,4;
2020/01/11;2300 UTC;0;1003,7;1003,7;1002,6;10,5;28,9;21,6;29,7;28,9;21,8;20,6;65;58;65;82;5,2;2,3;
2020/01/12;0000 UTC;0;1004,5;1004,5;1003,7;0;27,7;20,9;28,9;27,7;21,3;20,8;67;64;67;85;5,2;1,4;
2020/01/12;0100 UTC;0;1005,4;1005,4;1004,5;0;27,4;21,1;27,7;27,2;21,3;20,9;70;67;68;47;2,8;,9;
2020/01/12;0200 UTC;0;1005,9;1005,9;1005,4;0;27,7;21,2;27,8;27,4;21,3;21;69;67;68;66;2,5;,9;
2020/01/12;0300 UTC;0;1005,9;1006;1005,8;0;27,3;21,4;27,7;27,3;21,5;21,2;70;68;70;69;3;1,2;
2020/01/12;0400 UTC;0;1005,7;1005,9;1005,6;0;26,8;21,6;27,3;26,7;21,9;21,4;74;70;73;83;4,5;1,7;
2020/01/12;0500 UTC;0;1004,9;1005,7;1004,9;0;25,5;22,3;26,8;25,3;22,6;21,6;85;73;83;340;3,5;,5;
2020/01/12;0600 UTC;0;1004,2;1004,9;1004,2;0;25,8;22,3;25,8;25,4;22,5;22,2;84;81;81;16;1,9;,6;
2020/01/12;0700 UTC;0;1003,8;1004,2;1003,8;0;25,5;22,1;25,9;25,4;22,3;22;82;80;81;26;3,4;,7;
2020/01/12;0800 UTC;0;1003,9;1004;1003,8;0;25;22,2;25,5;25;22,2;22;84;81;84;5;2,8;,6;
2020/01/12;0900 UTC;0;1004;1004;1003,7;0;24,5;22,2;25,1;24,4;22,2;22;87;84;87;28;2,1;,3;
2020/01/12;1000 UTC;0;1004,7;1004,8;1004;,4;24,5;22,5;24,7;24,3;22,5;22;89;87;89;152;,9;,1;
2020/01/12;1100 UTC;0;1005,8;1005,8;1004,7;121,2;26;22;26;24,5;22,5;21,9;89;78;78;64;2;,8;
2020/01/12;1200 UTC;0;1006,8;1006,8;1005,8;514,5;27,3;21,4;27,3;26;22,1;21,3;78;70;70;48;4;1,9;
2020/01/12;1300 UTC;0;1007,3;1007,3;1006,8;1034,4;27,7;20,5;28,5;27,3;21,9;20,5;71;63;65;44;5,5;1,6;
2020/01/12;1400 UTC;0;1007,3;1007,4;1007,3;1475,8;29,2;20,6;29,5;27,6;21,6;20,3;67;60;60;58;5,8;2,2;
2020/01/12;1500 UTC;0;1006,9;1007,3;1006,9;2321,1;30,2;20,6;30,5;29;21,4;19,7;62;54;56;39;6,3;2;
2020/01/12;1600 UTC;0;1006,3;1006,9;1006,3;3073,7;30,8;19,9;31,6;30,3;21,2;19;58;49;52;32;5,8;2,4;
2020/01/12;1700 UTC;0;1005,6;1006,3;1005,6;3024,2;31,7;20,8;31,9;30,8;20,8;19,4;54;48;53;48;5,7;1,8;
2020/01/12;1800 UTC;0;1004,6;1005,6;1004,6;1766,1;31,3;19,8;32,7;30,9;21,1;19,2;55;47;51;43;5,3;1,9;
2020/01/12;1900 UTC;0;1003,5;1004,6;1003,5;2010,3;32,6;20,2;32,7;30,8;21,1;19;55;46;48;1;5,5;1,6;
2020/01/12;2000 UTC;0;1003,1;1003,5;1003;1200,8;31,8;21,1;32,9;30,8;21,3;19,1;56;46;53;38;4,9;1;
2020/01/12;2100 UTC;0;1002,7;1003,1;1002,6;818,2;31;20,2;32,2;30,6;21,4;19,9;57;50;53;54;4,4;1,3;
2020/01/12;2200 UTC;0;1003;1003;1002,6;199,7;30,4;20,3;31,3;30,4;21,3;20,1;57;52;55;20;4,5;1,1;
2020/01/12;2300 UTC;0;1003,8;1003,8;1003;6;28,5;20,6;30,4;28,5;21,1;19,6;62;55;62;60;5,1;1,5;
2020/01/13;0000 UTC;0;1004,6;1004,6;1003,8;0;28,3;21,4;28,6;28,2;21,6;20,4;67;62;66;54;3,6;1,3;
2020/01/13;0100 UTC;0;1005,5;1005,5;1004,6;0;28;21,8;28,3;27,9;21,8;21,4;69;66;69;61;2;,8;
2020/01/13;0200 UTC;0;1006,2;1006,2;1005,5;0;28,1;20,9;28,2;27,8;21,8;20,8;69;65;65;56;2,5;1,3;
2020/01/13;0300 UTC;0;1006,6;1006,6;1006,2;0;27,5;20,8;28,2;27,5;21,2;20,6;67;64;67;34;3,2;,7;
2020/01/13;0400 UTC;0;1006,1;1006,6;1006;0;27,1;21,4;27,6;26,9;21,5;20,9;72;67;71;44;2,8;,8;
2020/01/13;0500 UTC;0;1005,5;1006,1;1005,5;0;26,7;21,5;27,3;26,7;21,6;21,3;73;70;73;21;2,7;,7;
2020/01/13;0600 UTC;0;1004,6;1005,5;1004,6;0;26,1;21,7;26,7;26,1;21,7;21,5;77;73;77;342;4,2;,6;
2020/01/13;0700 UTC;0;1004,3;1004,6;1004,2;0;25,8;21,7;26,1;25,8;21,8;21,7;79;77;78;350;2,5;,5;
2020/01/13;0800 UTC;0;1004,2;1004,3;1004,1;0;25,6;21,9;26;25,6;22,1;21,8;81;78;80;341;2,1;,6;
2020/01/13;0900 UTC;0;1004,5;1004,5;1004,1;0;25,8;22;25,9;25,5;22,2;21,9;82;79;80;327;2,9;,6;
2020/01/13;1000 UTC;0;1005,3;1005,4;1004,4;,2;25,9;21,9;26,1;25,7;22,3;21,8;81;78;79;346;2,3;,5;
2020/01/13;1100 UTC;0;1006,1;1006,1;1005,3;52,6;26,3;22,3;26,3;25,8;22,5;21,9;81;77;79;60;2,2;1;
2020/01/13;1200 UTC;0;1006,9;1006,9;1006,1;228,5;27,1;22;27,1;26,1;22,6;21,9;80;74;74;90;2,2;,8;
2020/01/13;1300 UTC;0;1007,4;1007,5;1006,9;388,1;27,6;22,3;27,6;26,9;22,5;21,7;75;73;73;107;2,5;,8;
2020/01/13;1400 UTC;0;1007,2;1007,4;1007,2;1324,8;28,9;21,5;29;27,6;23,1;21,1;74;63;64;43;5,6;2,1;
2020/01/13;1500 UTC;0;1006,3;1007,2;1006,3;2355,3;31,2;23,1;31,2;28,9;23,1;21,2;66;60;62;43;6,2;1,6;
2020/01/13;1600 UTC;0;1005,8;1006,3;1005,8;2604,8;30,5;20,6;31,6;29,6;22,4;20,1;62;53;56;51;7,2;2,2;
2020/01/13;1700 UTC;0;1004,9;1005,8;1004,9;1595,1;30,3;21;30,6;29,3;21,7;19,9;61;55;58;343;5,8;1,4;
2020/01/13;1800 UTC;1;1004,2;1004,9;1004,2;689,4;27,8;22,2;30,3;26,6;23,3;20,7;80;57;72;70;7,1;2;
2020/01/13;1900 UTC;0;1003,6;1004,2;1003,6;467,4;27,3;23,5;28,1;27,3;23,5;22,1;80;70;80;128;4,5;1,8;
2020/01/13;2000 UTC;2;1003,8;1003,8;1003,4;122,4;24,4;22;27,3;24,4;23,5;21,8;87;79;87;52;6,4;1,5;
2020/01/13;2100 UTC;7,6;1004,3;1004,3;1003,8;122,5;24;22,4;24,4;23,7;22,5;22;91;87;91;76;4,6;,4;
2020/01/13;2200 UTC;,6;1004,4;1004,4;1004,2;124,9;24,5;22,7;24,6;24;22,7;22,3;91;88;89;151;2,3;,4;
2020/01/13;2300 UTC;,2;1004,8;1004,8;1004,4;4,5;24,8;23;24,8;24,2;23;22,6;91;88;90;116;2,4;1;
2020/01/14;0000 UTC;0;1005;1005;1004,7;0;24,3;22,6;24,9;24,2;22,9;22,5;91;87;91;106;2;,4;
2020/01/14;0100 UTC;0;1006,3;1006,3;1005;0;24,7;23,2;24,8;24,2;23,3;22,6;92;91;92;332;1,7;,5;
2020/01/14;0200 UTC;0;1006,8;1006,8;1006,3;0;25,2;23,1;25,2;24,7;23,4;23;92;88;88;106;2;,7;
2020/01/14;0300 UTC;0;1006,7;1006,8;1006,6;0;24,8;23,2;25,2;24,7;23,2;23;91;88;91;344;1,5;,5;
2020/01/14;0400 UTC;0;1006,5;1006,8;1006,5;,1;24,3;22,9;24,8;24,3;23,2;22,9;92;91;92;47;3,4;,3;
2020/01/14;0500 UTC;0;1005,7;1006,5;1005,7;0;23,8;22,4;24,4;23,8;22,9;22,4;92;91;92;283;1,7;,6;
2020/01/14;0600 UTC;0;1005,2;1005,7;1005,2;0;23,8;22,3;23,9;23,8;22,5;22,3;92;91;91;329;1,7;,4;
2020/01/14;0700 UTC;0;1004,9;1005,4;1004,9;0;23,8;22;23,9;23,6;22,3;22;92;90;90;351;1,6;,2;
2020/01/14;0800 UTC;0;1004,9;1005;1004,8;0;23,8;22;24;23,8;22,1;21,9;90;88;90;347;1,1;,5;
2020/01/14;0900 UTC;,2;1005,1;1005,1;1004,8;0;23,8;22,1;23,9;23,7;22,2;21,9;91;89;91;25;1,1;,2;
2020/01/14;1000 UTC;0;1005,9;1005,9;1005,1;1,5;24,3;22,2;24,4;23,7;22,4;22,1;91;88;88;55;1,4;,6;
2020/01/14;1100 UTC;0;1006,9;1006,9;1005,9;121,5;25;22,7;25;24,3;22,8;22,1;89;87;87;60;2,1;,7;
2020/01/14;1200 UTC;0;1007,7;1007,7;1006,9;638,1;26,3;22,8;26,5;25;23,1;22,5;87;80;81;40;2,1;,8;
2020/01/14;1300 UTC;,6;1008;1008,1;1007,7;489,4;24,4;21,7;26,5;24,3;23,3;21,6;88;80;85;47;6,4;1,5;
2020/01/14;1400 UTC;0;1008;1008,1;1008;1190,9;25,9;21,2;26,2;24,4;21,8;21,1;85;74;76;54;6,3;2,5;
2020/01/14;1500 UTC;0;1007,1;1008;1007,1;3081,1;30,2;23;30,2;25,9;23,5;20,6;78;60;65;28;4,8;1,5;
2020/01/14;1600 UTC;0;1006,3;1007,1;1006,3;3252,6;30,4;21,3;30,8;29,2;23,1;20,5;66;55;58;140;4,9;1,3;
2020/01/14;1700 UTC;0;1005,2;1006,3;1005,2;2041,8;30,6;22,4;31,6;29,6;22,4;20,1;63;52;62;236;4,6;1,9;
2020/01/14;1800 UTC;0;1004,2;1005,2;1004,2;1218,2;31,1;21,5;31,1;29,2;22,3;20,7;62;57;57;224;5,3;1,7;
2020/01/14;1900 UTC;0;1002,8;1004,2;1002,8;2531,8;30,5;20,6;32;30,3;22,3;20,2;60;51;56;87;4,1;,7;
2020/01/14;2000 UTC;0;1001,8;1002,8;1001,8;907,8;30,8;20,2;31,3;30;22;20,2;63;53;53;190;3,7;1,7;
2020/01/14;2100 UTC;0;1001,7;1001,8;1001,6;1101,7;31,6;19,7;31,6;30,4;21,4;19,2;57;49;49;92;4,5;,6;
2020/01/14;2200 UTC;0;1002,1;1002,1;1001,7;109,4;29,5;20,8;31,6;29,5;21,2;19,4;61;49;59;73;3,1;1,2;
2020/01/14;2300 UTC;0;1002,7;1002,7;1002,1;5,4;28,7;21;29,7;28,6;21,1;20,5;63;58;63;66;2,8;1,2;
2020/01/15;0000 UTC;0;1003,6;1003,6;1002,7;0;28,6;21,3;29;28,6;21,6;20,9;66;62;65;64;2,6;1,2;
2020/01/15;0100 UTC;0;1004;1004;1003,6;0;27,9;21,9;28,6;27,8;22;21,3;70;64;70;44;3,1;,9;
2020/01/15;0200 UTC;0;1004,5;1004,5;1004;0;26,8;22,1;27,9;26,8;22,2;21,9;76;70;75;38;2;,6;
2020/01/15;0300 UTC;0;1004,3;1004,5;1004,2;0;26,4;22,7;27;26,3;22,8;22,2;80;75;80;95;2,1;,7;
2020/01/15;0400 UTC;0;1003,8;1004,3;1003,8;0;25,5;22,7;26,7;25,5;22,9;22,6;85;79;84;351;2;,4;
2020/01/15;0500 UTC;0;1003,3;1003,8;1003,3;0;25,8;22,8;26,3;25,5;23;22,5;86;81;84;33;1,4;,4;
2020/01/15;0600 UTC;0;1003,2;1003,5;1003,2;0;25,1;22,9;25,7;25,1;22,9;22,7;88;84;88;57;1,3;,6;
2020/01/15;0700 UTC;0;1003,2;1003,2;1003;0;25,5;22,8;25,7;24,9;23,2;22,7;88;85;85;50;2,3;1,3;
2020/01/15;0800 UTC;0;1003,3;1003,3;1003,1;0;25,3;23,1;25,6;25,2;23,1;22,7;87;85;87;86;2,9;1,4;
2020/01/15;0900 UTC;0;1003,6;1003,7;1003,3;0;24,7;23;25,3;24,7;23,2;22,9;90;87;90;25;2,8;,5;
2020/01/15;1000 UTC;0;1004,3;1004,3;1003,6;,4;24,9;22,8;24,9;24,5;23,1;22,7;91;88;88;71;2,5;,9;
2020/01/15;1100 UTC;0;1005;1005,1;1004,3;283,4;26,5;22,7;26,6;24,7;23,2;22,7;88;80;80;80;3,1;1,4;
2020/01/15;1200 UTC;0;1005,7;1005,7;1005,1;1064,6;28;22,6;28,1;26,5;23,4;22,6;80;73;73;62;3,6;1,7;
2020/01/15;1300 UTC;0;1006,4;1006,4;1005,7;1888;29,5;22,3;29,9;27,9;23,6;22,3;76;65;65;49;4,6;1,8;
2020/01/15;1400 UTC;0;1006,3;1006,5;1006,3;2226,1;29,8;21,9;31,1;28,7;23,7;21,9;70;60;62;88;4,4;1,7;
2020/01/15;1500 UTC;0;1005,8;1006,3;1005,8;2529,6;31;21,3;31,2;29,8;22,9;21,3;64;56;56;94;4,7;1,7;
2020/01/15;1600 UTC;0;1004,9;1005,8;1004,9;2633,8;31,2;21,9;32;30,6;23,1;21;61;54;58;85;5,5;2,5;
2020/01/15;1700 UTC;0;1003,6;1004,9;1003,6;3497,1;31,8;20,8;32,4;31,2;22,7;20,7;60;52;52;103;6,2;3;
2020/01/15;1800 UTC;0;1002,7;1003,6;1002,7;3298,5;31,7;20,9;32,7;31,4;22,1;20,4;56;50;53;90;7,3;3,1;
2020/01/15;1900 UTC;0;1001,7;1002,7;1001,7;2110,3;31,4;21,1;32,1;29,6;22,5;20,9;66;53;54;86;7,5;2,1;
2020/01/15;2000 UTC;0;1000,7;1001,7;1000,7;1816;30,9;20,8;31,8;30,6;21,5;20,2;55;51;55;77;5,4;2,8;
2020/01/15;2100 UTC;0;1000,8;1000,8;1000,5;689,1;30,4;21,3;31,1;30,1;21,9;20,5;61;54;58;69;5,2;1,8;
